date,district,rainfall_mm,temperature_c
2025-10-04,Batticaloa,23.3,27.7
2025-10-05,Batticaloa,9.0,27.2
2025-10-06,Batticaloa,9.6,27.3
2025-10-07,Batticaloa,2.5,27.5
2025-10-08,Batticaloa,8.1,27.1
2025-10-09,Batticaloa,4.4,27.8
2025-10-10,Batticaloa,6.9,27.4
2025-10-11,Batticaloa,1.5,28.2
2025-10-12,Batticaloa,0.7,28.4
2025-10-13,Batticaloa,0.5,27.6
2025-10-14,Batticaloa,0.4,28.3
2025-10-15,Batticaloa,10.6,27.5
2025-10-16,Batticaloa,12.4,28.0
2025-10-17,Batticaloa,31.0,27.4
2025-10-18,Batticaloa,16.2,26.9
2025-10-19,Batticaloa,31.8,26.7
2025-10-20,Batticaloa,76.9,25.6
2025-10-21,Batticaloa,47.6,26.3
2025-10-22,Batticaloa,1.6,27.5
2025-10-23,Batticaloa,0.4,27.6
2025-10-24,Batticaloa,1.0,27.0
2025-10-25,Batticaloa,0.4,27.8
2025-10-26,Batticaloa,0.0,28.1
2025-10-27,Batticaloa,0.0,28.1
2025-10-28,Batticaloa,0.0,28.7
2025-10-29,Batticaloa,0.3,28.4
2025-10-30,Batticaloa,0.5,28.4
2025-10-31,Batticaloa,0.0,28.2
2025-11-01,Batticaloa,0.1,28.2
2025-11-02,Batticaloa,0.6,28.1
2025-11-03,Batticaloa,0.3,28.2
2025-11-04,Batticaloa,0.1,28.2
2025-11-05,Batticaloa,0.7,28.1
2025-11-06,Batticaloa,3.1,27.4
2025-11-07,Batticaloa,13.7,26.5
2025-11-08,Batticaloa,4.9,27.1
2025-11-09,Batticaloa,0.5,27.2
2025-11-10,Batticaloa,14.2,26.9
2025-11-11,Batticaloa,14.8,26.9
2025-11-12,Batticaloa,12.6,26.3
2025-11-13,Batticaloa,23.4,25.6
2025-11-14,Batticaloa,24.8,25.8
2025-11-15,Batticaloa,19.3,25.4
2025-11-16,Batticaloa,28.9,25.3
2025-11-17,Batticaloa,24.5,25.6
2025-11-18,Batticaloa,15.1,25.7
2025-11-19,Batticaloa,0.1,26.4
2025-11-20,Batticaloa,9.8,26.2
2025-11-21,Batticaloa,10.5,26.6
2025-11-22,Batticaloa,26.3,25.8
2025-11-23,Batticaloa,32.2,25.6
2025-11-24,Batticaloa,60.6,25.0
2025-11-25,Batticaloa,49.1,25.0
2025-11-26,Batticaloa,77.5,25.3
2025-11-27,Batticaloa,102.7,25.5
2025-11-28,Batticaloa,16.4,24.7
2025-11-29,Batticaloa,3.3,25.2
2025-11-30,Batticaloa,0.0,25.9
2025-12-01,Batticaloa,0.0,25.8
2025-12-02,Batticaloa,0.0,26.4
2025-12-03,Batticaloa,1.3,26.6
2025-12-04,Batticaloa,11.8,26.0
2025-12-05,Batticaloa,15.9,25.4
2025-12-06,Batticaloa,0.5,26.5
2025-12-07,Batticaloa,12.3,26.0
2025-12-08,Batticaloa,3.5,26.4
2025-12-09,Batticaloa,25.1,24.8
2025-12-10,Batticaloa,45.1,25.1
2025-12-11,Batticaloa,17.8,24.7
2025-12-12,Batticaloa,3.9,26.4
2025-12-13,Batticaloa,6.1,25.3
2025-12-14,Batticaloa,7.2,25.2
2025-12-15,Batticaloa,17.4,25.2
2025-12-16,Batticaloa,3.8,25.7
2025-12-17,Batticaloa,34.2,25.1
2025-12-18,Batticaloa,32.0,25.2
2025-12-19,Batticaloa,7.5,25.3
2025-12-20,Batticaloa,2.8,26.1
2025-12-21,Batticaloa,2.8,26.4
2025-12-22,Batticaloa,1.2,26.4
2025-12-23,Batticaloa,3.6,25.4
2025-12-24,Batticaloa,5.2,25.2
2025-12-25,Batticaloa,0.5,25.3
2025-12-26,Batticaloa,2.2,25.8
2025-12-27,Batticaloa,5.2,25.9
2025-12-28,Batticaloa,3.0,25.5
2025-12-29,Batticaloa,9.2,25.7
2025-12-30,Batticaloa,2.8,26.0
2025-12-31,Batticaloa,18.5,25.2
2022-01-01,Colombo,3.5,25.7
2022-01-02,Colombo,8.0,26.2
2022-01-03,Colombo,14.2,25.7
2022-01-04,Colombo,4.0,26.3
2022-01-05,Colombo,3.0,25.8
2022-01-06,Colombo,0.8,26.6
2022-01-07,Colombo,3.7,26.2
2022-01-08,Colombo,0.8,26.5
2022-01-09,Colombo,1.4,26.4
2022-01-10,Colombo,0.9,25.9
2022-01-11,Colombo,2.1,26.3
2022-01-12,Colombo,3.8,25.7
2022-01-13,Colombo,2.2,26.0
2022-01-14,Colombo,0.1,26.3
2022-01-15,Colombo,2.5,26.3
2022-01-16,Colombo,1.2,26.5
2022-01-17,Colombo,4.1,26.3
2022-01-18,Colombo,1.6,26.9
2022-01-19,Colombo,0.0,27.5
2022-01-20,Colombo,0.0,26.4
2022-01-21,Colombo,0.0,25.1
2022-01-22,Colombo,0.0,24.8
2022-01-23,Colombo,0.1,25.4
2022-01-24,Colombo,0.3,25.9
2022-01-25,Colombo,1.7,25.5
2022-01-26,Colombo,2.8,25.2
2022-01-27,Colombo,1.1,26.3
2022-01-28,Colombo,0.6,25.7
2022-01-29,Colombo,0.4,26.8
2022-01-30,Colombo,0.3,26.9
2022-01-31,Colombo,9.5,25.1
2022-02-01,Colombo,0.0,25.6
2022-02-02,Colombo,0.5,25.8
2022-02-03,Colombo,0.0,25.5
2022-02-04,Colombo,0.0,25.4
2022-02-05,Colombo,0.0,26.1
2022-02-06,Colombo,0.0,26.2
2022-02-07,Colombo,0.2,26.9
2022-02-08,Colombo,0.0,26.9
2022-02-09,Colombo,0.0,27.1
2022-02-10,Colombo,0.9,26.7
2022-02-11,Colombo,2.7,26.3
2022-02-12,Colombo,24.0,25.5
2022-02-13,Colombo,6.9,25.1
2022-02-14,Colombo,3.5,26.7
2022-02-15,Colombo,0.0,26.8
2022-02-16,Colombo,0.0,26.6
2022-02-17,Colombo,0.0,26.5
2022-02-18,Colombo,1.2,26.6
2022-02-19,Colombo,1.3,26.7
2022-02-20,Colombo,0.8,26.8
2022-02-21,Colombo,1.0,27.3
2022-02-22,Colombo,2.1,26.9
2022-02-23,Colombo,0.0,27.0
2022-02-24,Colombo,1.9,27.1
2022-02-25,Colombo,0.4,27.1
2022-02-26,Colombo,2.2,26.4
2022-02-27,Colombo,1.0,27.2
2022-02-28,Colombo,0.0,27.9
2022-03-01,Colombo,0.6,28.6
2022-03-02,Colombo,1.6,27.8
2022-03-03,Colombo,0.2,28.3
2022-03-04,Colombo,1.9,27.1
2022-03-05,Colombo,0.7,27.1
2022-03-06,Colombo,0.0,27.5
2022-03-07,Colombo,1.6,27.0
2022-03-08,Colombo,2.5,26.9
2022-03-09,Colombo,0.1,26.8
2022-03-10,Colombo,0.5,27.0
2022-03-11,Colombo,5.5,26.9
2022-03-12,Colombo,1.3,26.2
2022-03-13,Colombo,2.9,26.8
2022-03-14,Colombo,1.8,26.8
2022-03-15,Colombo,0.0,26.6
2022-03-16,Colombo,0.0,27.6
2022-03-17,Colombo,1.5,27.4
2022-03-18,Colombo,1.9,26.5
2022-03-19,Colombo,7.5,26.5
2022-03-20,Colombo,3.0,26.9
2022-03-21,Colombo,1.4,27.6
2022-03-22,Colombo,2.2,27.5
2022-03-23,Colombo,1.0,27.5
2022-03-24,Colombo,0.9,27.3
2022-03-25,Colombo,1.4,27.4
2022-03-26,Colombo,3.0,27.7
2022-03-27,Colombo,0.8,27.2
2022-03-28,Colombo,3.0,26.6
2022-03-29,Colombo,2.4,27.2
2022-03-30,Colombo,0.8,27.1
2022-03-31,Colombo,1.3,27.0
2022-04-01,Colombo,1.8,27.4
2022-04-02,Colombo,0.8,27.7
2022-04-03,Colombo,3.4,27.1
2022-04-04,Colombo,14.3,26.3
2022-04-05,Colombo,21.4,25.3
2022-04-06,Colombo,10.2,25.2
2022-04-07,Colombo,3.8,26.1
2022-04-08,Colombo,14.5,25.0
2022-04-09,Colombo,9.7,25.7
2022-04-10,Colombo,27.2,25.3
2022-04-11,Colombo,9.2,26.4
2022-04-12,Colombo,11.4,26.1
2022-04-13,Colombo,6.0,26.1
2022-04-14,Colombo,2.1,26.8
2022-04-15,Colombo,0.4,27.5
2022-04-16,Colombo,1.0,27.7
2022-04-17,Colombo,1.3,27.5
2022-04-18,Colombo,2.7,26.9
2022-04-19,Colombo,16.3,26.2
2022-04-20,Colombo,1.7,27.3
2022-04-21,Colombo,6.0,26.9
2022-04-22,Colombo,9.3,26.3
2022-04-23,Colombo,0.7,26.7
2022-04-24,Colombo,5.5,27.4
2022-04-25,Colombo,8.4,26.5
2022-04-26,Colombo,3.6,26.9
2022-04-27,Colombo,9.9,27.2
2022-04-28,Colombo,3.7,27.0
2022-04-29,Colombo,2.2,27.1
2022-04-30,Colombo,2.1,27.9
2022-05-01,Colombo,11.9,27.3
2022-05-02,Colombo,16.6,27.3
2022-05-03,Colombo,2.6,27.9
2022-05-04,Colombo,1.7,27.7
2022-05-05,Colombo,8.6,26.9
2022-05-06,Colombo,4.2,27.7
2022-05-07,Colombo,2.2,28.7
2022-05-08,Colombo,10.3,29.1
2022-05-09,Colombo,11.9,27.7
2022-05-10,Colombo,21.3,27.7
2022-05-11,Colombo,13.6,28.2
2022-05-12,Colombo,25.9,26.1
2022-05-13,Colombo,61.7,26.0
2022-05-14,Colombo,70.5,25.9
2022-05-15,Colombo,30.6,26.4
2022-05-16,Colombo,17.6,27.0
2022-05-17,Colombo,19.5,26.9
2022-05-18,Colombo,17.2,26.6
2022-05-19,Colombo,13.4,26.8
2022-05-20,Colombo,2.7,27.4
2022-05-21,Colombo,1.9,27.5
2022-05-22,Colombo,3.0,27.5
2022-05-23,Colombo,6.1,27.3
2022-05-24,Colombo,63.1,25.0
2022-05-25,Colombo,10.5,25.8
2022-05-26,Colombo,17.6,26.0
2022-05-27,Colombo,8.1,26.0
2022-05-28,Colombo,16.1,26.1
2022-05-29,Colombo,28.6,25.2
2022-05-30,Colombo,32.6,25.6
2022-05-31,Colombo,41.0,25.6
2022-06-01,Colombo,33.6,26.1
2022-06-02,Colombo,6.7,27.1
2022-06-03,Colombo,8.6,26.9
2022-06-04,Colombo,10.2,26.5
2022-06-05,Colombo,5.0,26.6
2022-06-06,Colombo,6.1,26.2
2022-06-07,Colombo,8.0,25.9
2022-06-08,Colombo,5.4,26.8
2022-06-09,Colombo,7.7,26.7
2022-06-10,Colombo,3.1,27.3
2022-06-11,Colombo,8.3,26.6
2022-06-12,Colombo,12.8,26.3
2022-06-13,Colombo,6.4,26.9
2022-06-14,Colombo,13.4,27.0
2022-06-15,Colombo,12.7,25.9
2022-06-16,Colombo,20.8,25.6
2022-06-17,Colombo,7.1,26.2
2022-06-18,Colombo,3.1,25.9
2022-06-19,Colombo,10.9,26.5
2022-06-20,Colombo,6.7,26.6
2022-06-21,Colombo,10.0,26.7
2022-06-22,Colombo,6.0,26.7
2022-06-23,Colombo,6.7,26.9
2022-06-24,Colombo,16.0,26.2
2022-06-25,Colombo,24.7,26.9
2022-06-26,Colombo,7.0,27.2
2022-06-27,Colombo,0.7,27.8
2022-06-28,Colombo,5.5,27.5
2022-06-29,Colombo,6.0,27.5
2022-06-30,Colombo,7.2,26.9
2022-07-01,Colombo,0.7,27.6
2022-07-02,Colombo,4.6,27.7
2022-07-03,Colombo,26.0,26.6
2022-07-04,Colombo,0.0,27.2
2022-07-05,Colombo,6.5,26.8
2022-07-06,Colombo,6.8,26.3
2022-07-07,Colombo,1.2,26.5
2022-07-08,Colombo,0.0,26.7
2022-07-09,Colombo,0.0,26.8
2022-07-10,Colombo,3.1,27.0
2022-07-11,Colombo,4.0,26.7
2022-07-12,Colombo,1.3,26.9
2022-07-13,Colombo,2.5,27.0
2022-07-14,Colombo,3.6,27.1
2022-07-15,Colombo,2.0,27.0
2022-07-16,Colombo,4.4,26.7
2022-07-17,Colombo,2.8,26.9
2022-07-18,Colombo,2.2,26.8
2022-07-19,Colombo,0.2,26.8
2022-07-20,Colombo,7.5,26.3
2022-07-21,Colombo,9.7,26.5
2022-07-22,Colombo,9.9,26.4
2022-07-23,Colombo,6.6,26.6
2022-07-24,Colombo,0.4,26.5
2022-07-25,Colombo,1.7,26.4
2022-07-26,Colombo,0.8,26.5
2022-07-27,Colombo,29.2,26.0
2022-07-28,Colombo,4.8,25.7
2022-07-29,Colombo,2.7,25.8
2022-07-30,Colombo,4.4,26.1
2022-07-31,Colombo,3.6,26.1
2022-08-01,Colombo,31.2,25.4
2022-08-02,Colombo,38.3,25.6
2022-08-03,Colombo,28.9,25.5
2022-08-04,Colombo,21.7,26.1
2022-08-05,Colombo,5.9,26.3
2022-08-06,Colombo,5.3,26.1
2022-08-07,Colombo,2.6,26.5
2022-08-08,Colombo,2.7,26.6
2022-08-09,Colombo,2.4,26.3
2022-08-10,Colombo,0.4,26.1
2022-08-11,Colombo,0.1,26.4
2022-08-12,Colombo,1.9,27.0
2022-08-13,Colombo,1.8,26.7
2022-08-14,Colombo,4.4,26.6
2022-08-15,Colombo,0.0,26.7
2022-08-16,Colombo,1.6,26.7
2022-08-17,Colombo,2.4,26.6
2022-08-18,Colombo,6.5,26.5
2022-08-19,Colombo,6.6,26.5
2022-08-20,Colombo,4.2,26.8
2022-08-21,Colombo,3.1,26.9
2022-08-22,Colombo,27.2,25.7
2022-08-23,Colombo,8.0,26.4
2022-08-24,Colombo,12.2,26.3
2022-08-25,Colombo,4.3,26.3
2022-08-26,Colombo,14.1,25.4
2022-08-27,Colombo,13.3,25.8
2022-08-28,Colombo,3.1,26.4
2022-08-29,Colombo,5.9,26.0
2022-08-30,Colombo,28.2,25.4
2022-08-31,Colombo,25.8,24.7
2022-09-01,Colombo,31.4,24.9
2022-09-02,Colombo,6.7,25.7
2022-09-03,Colombo,17.6,25.5
2022-09-04,Colombo,22.2,25.6
2022-09-05,Colombo,29.0,25.1
2022-09-06,Colombo,4.1,26.1
2022-09-07,Colombo,1.9,26.2
2022-09-08,Colombo,1.1,26.3
2022-09-09,Colombo,5.3,26.3
2022-09-10,Colombo,4.4,26.4
2022-09-11,Colombo,3.4,26.4
2022-09-12,Colombo,2.0,26.4
2022-09-13,Colombo,2.4,26.2
2022-09-14,Colombo,2.7,26.1
2022-09-15,Colombo,2.9,25.8
2022-09-16,Colombo,2.8,26.2
2022-09-17,Colombo,2.8,26.3
2022-09-18,Colombo,2.7,26.4
2022-09-19,Colombo,5.1,26.3
2022-09-20,Colombo,2.4,26.6
2022-09-21,Colombo,2.2,26.8
2022-09-22,Colombo,3.6,26.6
2022-09-23,Colombo,3.0,26.5
2022-09-24,Colombo,0.8,26.6
2022-09-25,Colombo,2.3,27.1
2022-09-26,Colombo,2.6,25.9
2022-09-27,Colombo,5.3,26.9
2022-09-28,Colombo,2.0,27.3
2022-09-29,Colombo,4.9,27.0
2022-09-30,Colombo,8.8,26.2
2022-10-01,Colombo,21.4,26.3
2022-10-02,Colombo,4.8,26.8
2022-10-03,Colombo,20.9,26.4
2022-10-04,Colombo,12.0,26.3
2022-10-05,Colombo,4.8,27.0
2022-10-06,Colombo,6.2,26.6
2022-10-07,Colombo,7.5,26.1
2022-10-08,Colombo,3.6,26.1
2022-10-09,Colombo,2.0,26.4
2022-10-10,Colombo,1.8,26.6
2022-10-11,Colombo,0.9,26.0
2022-10-12,Colombo,16.2,25.1
2022-10-13,Colombo,27.5,24.9
2022-10-14,Colombo,31.3,24.8
2022-10-15,Colombo,20.7,25.1
2022-10-16,Colombo,14.0,25.2
2022-10-17,Colombo,21.3,25.1
2022-10-18,Colombo,16.3,25.1
2022-10-19,Colombo,28.1,26.4
2022-10-20,Colombo,31.6,25.4
2022-10-21,Colombo,31.4,24.8
2022-10-22,Colombo,7.8,25.2
2022-10-23,Colombo,7.4,25.2
2022-10-24,Colombo,28.9,25.1
2022-10-25,Colombo,7.0,25.9
2022-10-26,Colombo,4.5,25.8
2022-10-27,Colombo,0.6,25.6
2022-10-28,Colombo,0.1,25.9
2022-10-29,Colombo,1.1,25.8
2022-10-30,Colombo,7.0,25.5
2022-10-31,Colombo,19.8,25.5
2022-11-01,Colombo,44.2,24.8
2022-11-02,Colombo,17.9,25.2
2022-11-03,Colombo,20.7,25.1
2022-11-04,Colombo,15.0,25.2
2022-11-05,Colombo,42.8,24.4
2022-11-06,Colombo,10.1,24.6
2022-11-07,Colombo,26.8,24.2
2022-11-08,Colombo,14.7,24.8
2022-11-09,Colombo,9.4,24.9
2022-11-10,Colombo,0.4,25.3
2022-11-11,Colombo,2.7,25.1
2022-11-12,Colombo,20.1,25.1
2022-11-13,Colombo,20.6,24.8
2022-11-14,Colombo,12.8,24.7
2022-11-15,Colombo,5.9,25.3
2022-11-16,Colombo,2.4,25.5
2022-11-17,Colombo,0.3,25.5
2022-11-18,Colombo,0.0,25.2
2022-11-19,Colombo,0.4,25.0
2022-11-20,Colombo,0.2,25.1
2022-11-21,Colombo,0.0,25.1
2022-11-22,Colombo,0.8,25.9
2022-11-23,Colombo,0.6,26.1
2022-11-24,Colombo,0.4,26.2
2022-11-25,Colombo,0.4,25.8
2022-11-26,Colombo,0.3,25.8
2022-11-27,Colombo,0.6,25.7
2022-11-28,Colombo,0.4,26.0
2022-11-29,Colombo,1.7,26.0
2022-11-30,Colombo,0.2,26.0
2022-12-01,Colombo,2.7,26.2
2022-12-02,Colombo,20.4,25.1
2022-12-03,Colombo,18.9,24.4
2022-12-04,Colombo,27.3,24.5
2022-12-05,Colombo,19.6,25.0
2022-12-06,Colombo,0.6,25.6
2022-12-07,Colombo,0.0,25.1
2022-12-08,Colombo,0.1,24.6
2022-12-09,Colombo,0.9,25.9
2022-12-10,Colombo,7.2,25.3
2022-12-11,Colombo,1.5,26.3
2022-12-12,Colombo,2.5,25.8
2022-12-13,Colombo,0.5,25.8
2022-12-14,Colombo,11.5,25.3
2022-12-15,Colombo,0.4,25.6
2022-12-16,Colombo,0.4,25.2
2022-12-17,Colombo,2.0,25.6
2022-12-18,Colombo,0.6,25.2
2022-12-19,Colombo,24.1,24.2
2022-12-20,Colombo,3.5,25.5
2022-12-21,Colombo,5.4,25.2
2022-12-22,Colombo,9.6,25.3
2022-12-23,Colombo,1.5,25.3
2022-12-24,Colombo,0.6,25.4
2022-12-25,Colombo,23.5,24.4
2022-12-26,Colombo,2.5,25.4
2022-12-27,Colombo,2.3,25.5
2022-12-28,Colombo,5.8,25.4
2022-12-29,Colombo,1.3,25.3
2022-12-30,Colombo,1.4,25.4
2022-12-31,Colombo,0.0,25.2
2023-01-01,Colombo,0.0,24.7
2023-01-02,Colombo,0.0,24.9
2023-01-03,Colombo,0.1,25.6
2023-01-04,Colombo,0.0,25.7
2023-01-05,Colombo,1.2,26.3
2023-01-06,Colombo,8.2,25.1
2023-01-07,Colombo,12.4,25.0
2023-01-08,Colombo,3.4,25.7
2023-01-09,Colombo,0.0,26.0
2023-01-10,Colombo,0.0,25.1
2023-01-11,Colombo,0.0,24.8
2023-01-12,Colombo,0.0,24.8
2023-01-13,Colombo,0.0,24.5
2023-01-14,Colombo,0.0,25.4
2023-01-15,Colombo,1.3,24.8
2023-01-16,Colombo,8.9,24.8
2023-01-17,Colombo,5.1,24.8
2023-01-18,Colombo,0.1,25.4
2023-01-19,Colombo,0.0,25.3
2023-01-20,Colombo,0.0,25.6
2023-01-21,Colombo,0.8,25.3
2023-01-22,Colombo,1.9,25.1
2023-01-23,Colombo,16.7,24.9
2023-01-24,Colombo,13.8,24.2
2023-01-25,Colombo,0.1,25.1
2023-01-26,Colombo,0.5,25.1
2023-01-27,Colombo,0.3,25.5
2023-01-28,Colombo,0.0,25.6
2023-01-29,Colombo,0.1,24.8
2023-01-30,Colombo,5.7,24.8
2023-01-31,Colombo,5.3,24.9
2023-02-01,Colombo,3.1,25.1
2023-02-02,Colombo,2.7,25.0
2023-02-03,Colombo,5.3,24.7
2023-02-04,Colombo,6.9,24.9
2023-02-05,Colombo,0.5,25.9
2023-02-06,Colombo,1.0,25.5
2023-02-07,Colombo,4.8,25.3
2023-02-08,Colombo,0.2,26.1
2023-02-09,Colombo,0.2,25.6
2023-02-10,Colombo,0.3,25.7
2023-02-11,Colombo,0.0,25.3
2023-02-12,Colombo,0.0,25.4
2023-02-13,Colombo,0.2,25.4
2023-02-14,Colombo,0.8,25.5
2023-02-15,Colombo,0.0,25.9
2023-02-16,Colombo,0.0,25.3
2023-02-17,Colombo,0.0,26.0
2023-02-18,Colombo,0.0,27.1
2023-02-19,Colombo,9.7,25.7
2023-02-20,Colombo,10.4,25.1
2023-02-21,Colombo,3.1,25.3
2023-02-22,Colombo,0.1,25.5
2023-02-23,Colombo,1.1,25.4
2023-02-24,Colombo,0.9,25.7
2023-02-25,Colombo,7.3,26.1
2023-02-26,Colombo,0.0,25.5
2023-02-27,Colombo,0.1,26.0
2023-02-28,Colombo,8.6,25.9
2023-03-01,Colombo,4.7,25.6
2023-03-02,Colombo,0.0,26.2
2023-03-03,Colombo,2.8,26.5
2023-03-04,Colombo,19.4,25.8
2023-03-05,Colombo,2.1,26.1
2023-03-06,Colombo,8.1,25.9
2023-03-07,Colombo,7.9,26.0
2023-03-08,Colombo,1.7,26.6
2023-03-09,Colombo,0.3,26.6
2023-03-10,Colombo,1.4,26.2
2023-03-11,Colombo,12.5,26.0
2023-03-12,Colombo,16.3,26.0
2023-03-13,Colombo,11.4,26.0
2023-03-14,Colombo,3.2,26.0
2023-03-15,Colombo,2.7,26.5
2023-03-16,Colombo,2.6,25.8
2023-03-17,Colombo,0.8,26.5
2023-03-18,Colombo,8.9,26.7
2023-03-19,Colombo,4.6,26.2
2023-03-20,Colombo,10.0,25.9
2023-03-21,Colombo,3.1,26.7
2023-03-22,Colombo,0.8,26.8
2023-03-23,Colombo,5.1,26.1
2023-03-24,Colombo,0.5,26.5
2023-03-25,Colombo,0.6,26.7
2023-03-26,Colombo,2.4,26.9
2023-03-27,Colombo,0.2,27.2
2023-03-28,Colombo,2.5,27.3
2023-03-29,Colombo,1.8,27.3
2023-03-30,Colombo,1.7,26.9
2023-03-31,Colombo,1.1,27.1
2023-04-01,Colombo,0.5,26.9
2023-04-02,Colombo,0.3,27.1
2023-04-03,Colombo,3.2,27.1
2023-04-04,Colombo,2.5,26.2
2023-04-05,Colombo,0.8,27.0
2023-04-06,Colombo,1.6,27.1
2023-04-07,Colombo,2.7,27.2
2023-04-08,Colombo,5.4,26.1
2023-04-09,Colombo,0.0,27.3
2023-04-10,Colombo,1.5,27.6
2023-04-11,Colombo,0.0,27.7
2023-04-12,Colombo,0.7,27.8
2023-04-13,Colombo,0.9,27.9
2023-04-14,Colombo,3.5,27.3
2023-04-15,Colombo,3.9,27.3
2023-04-16,Colombo,4.0,27.2
2023-04-17,Colombo,0.5,28.3
2023-04-18,Colombo,0.9,28.5
2023-04-19,Colombo,1.4,28.7
2023-04-20,Colombo,2.8,28.0
2023-04-21,Colombo,0.9,27.8
2023-04-22,Colombo,1.8,28.2
2023-04-23,Colombo,2.4,28.6
2023-04-24,Colombo,18.7,27.3
2023-04-25,Colombo,2.2,27.0
2023-04-26,Colombo,15.9,26.7
2023-04-27,Colombo,2.7,26.9
2023-04-28,Colombo,24.6,26.2
2023-04-29,Colombo,22.1,25.9
2023-04-30,Colombo,9.8,26.4
2023-05-01,Colombo,27.0,26.1
2023-05-02,Colombo,9.1,26.5
2023-05-03,Colombo,28.1,26.0
2023-05-04,Colombo,30.5,26.7
2023-05-05,Colombo,10.4,26.2
2023-05-06,Colombo,13.0,26.4
2023-05-07,Colombo,12.6,26.7
2023-05-08,Colombo,11.3,27.2
2023-05-09,Colombo,13.0,26.6
2023-05-10,Colombo,9.7,26.7
2023-05-11,Colombo,8.2,26.6
2023-05-12,Colombo,5.6,27.3
2023-05-13,Colombo,7.7,27.8
2023-05-14,Colombo,4.2,27.5
2023-05-15,Colombo,3.5,28.5
2023-05-16,Colombo,3.9,28.5
2023-05-17,Colombo,5.0,28.5
2023-05-18,Colombo,3.1,27.7
2023-05-19,Colombo,1.1,27.3
2023-05-20,Colombo,2.9,27.1
2023-05-21,Colombo,3.2,27.0
2023-05-22,Colombo,2.2,27.1
2023-05-23,Colombo,0.5,27.6
2023-05-24,Colombo,0.7,27.9
2023-05-25,Colombo,0.6,28.2
2023-05-26,Colombo,4.7,28.4
2023-05-27,Colombo,4.7,27.9
2023-05-28,Colombo,3.1,27.8
2023-05-29,Colombo,3.0,28.0
2023-05-30,Colombo,2.5,27.1
2023-05-31,Colombo,3.2,27.5
2023-06-01,Colombo,10.1,26.6
2023-06-02,Colombo,3.3,26.9
2023-06-03,Colombo,8.8,27.6
2023-06-04,Colombo,6.6,27.0
2023-06-05,Colombo,9.5,26.5
2023-06-06,Colombo,12.5,27.1
2023-06-07,Colombo,11.7,27.0
2023-06-08,Colombo,7.8,27.4
2023-06-09,Colombo,5.9,27.2
2023-06-10,Colombo,8.4,27.2
2023-06-11,Colombo,11.7,27.4
2023-06-12,Colombo,15.5,27.1
2023-06-13,Colombo,19.3,26.9
2023-06-14,Colombo,18.9,27.1
2023-06-15,Colombo,8.6,27.7
2023-06-16,Colombo,9.3,28.1
2023-06-17,Colombo,6.7,27.7
2023-06-18,Colombo,8.6,27.6
2023-06-19,Colombo,3.9,27.7
2023-06-20,Colombo,9.5,27.0
2023-06-21,Colombo,23.3,25.9
2023-06-22,Colombo,8.6,27.0
2023-06-23,Colombo,4.9,27.3
2023-06-24,Colombo,9.8,27.5
2023-06-25,Colombo,24.2,26.2
2023-06-26,Colombo,33.1,26.0
2023-06-27,Colombo,35.4,25.9
2023-06-28,Colombo,8.8,26.2
2023-06-29,Colombo,30.2,25.8
2023-06-30,Colombo,4.4,27.1
2023-07-01,Colombo,9.1,26.0
2023-07-02,Colombo,25.1,25.9
2023-07-03,Colombo,20.1,26.9
2023-07-04,Colombo,17.8,26.3
2023-07-05,Colombo,18.8,26.2
2023-07-06,Colombo,9.3,26.6
2023-07-07,Colombo,12.7,26.2
2023-07-08,Colombo,5.7,26.4
2023-07-09,Colombo,1.7,26.8
2023-07-10,Colombo,5.7,27.2
2023-07-11,Colombo,2.6,26.9
2023-07-12,Colombo,1.5,27.3
2023-07-13,Colombo,7.6,26.3
2023-07-14,Colombo,14.1,26.7
2023-07-15,Colombo,2.6,27.4
2023-07-16,Colombo,7.8,27.4
2023-07-17,Colombo,5.4,27.3
2023-07-18,Colombo,5.2,27.2
2023-07-19,Colombo,0.5,27.9
2023-07-20,Colombo,7.7,27.3
2023-07-21,Colombo,1.6,27.5
2023-07-22,Colombo,2.5,27.7
2023-07-23,Colombo,4.0,27.2
2023-07-24,Colombo,16.7,26.4
2023-07-25,Colombo,5.6,26.7
2023-07-26,Colombo,23.9,26.0
2023-07-27,Colombo,2.5,26.7
2023-07-28,Colombo,2.6,27.2
2023-07-29,Colombo,2.3,27.4
2023-07-30,Colombo,0.9,27.2
2023-07-31,Colombo,6.5,27.2
2023-08-01,Colombo,3.5,27.1
2023-08-02,Colombo,2.9,27.0
2023-08-03,Colombo,3.8,27.0
2023-08-04,Colombo,4.9,26.9
2023-08-05,Colombo,3.4,27.0
2023-08-06,Colombo,0.7,27.1
2023-08-07,Colombo,3.7,27.0
2023-08-08,Colombo,5.0,27.0
2023-08-09,Colombo,2.9,27.0
2023-08-10,Colombo,3.8,27.0
2023-08-11,Colombo,3.0,26.6
2023-08-12,Colombo,6.8,26.2
2023-08-13,Colombo,1.8,27.2
2023-08-14,Colombo,4.1,27.0
2023-08-15,Colombo,1.9,27.1
2023-08-16,Colombo,3.3,27.0
2023-08-17,Colombo,0.9,27.3
2023-08-18,Colombo,4.5,26.9
2023-08-19,Colombo,1.5,27.5
2023-08-20,Colombo,2.5,27.3
2023-08-21,Colombo,4.0,27.4
2023-08-22,Colombo,2.3,27.3
2023-08-23,Colombo,2.4,27.1
2023-08-24,Colombo,2.2,27.5
